path	mbid	rag_id	old_path	tonic	tonic_fine	len	rag_name	labels
data\RagaDataset\audio\afe4855b-9b3e-477a-944a-251b6bb7dd97.wav	afe4855b-9b3e-477a-944a-251b6bb7dd97	7591faad-e68a-4550-b675-8082842c6056	data\RagaDataset/Hindustani/audio/7591faad-e68a-4550-b675-8082842c6056/Sanjeev_Abhyankar/Soaring_Heights-_Vol_2/Kaum_Fande_Mope_Daal_Gayo_and_Ja_Re_Balama_To_Se_Nahin_Bolun_afe4855b-9b3e-477a-944a-251b6bb7dd97	141.013849	1.405259781448292529e+02	1702.44	Bāgēśrī	16
data\RagaDataset\audio\1d378f5b-33ac-47ae-9219-a03a394de1b9.wav	1d378f5b-33ac-47ae-9219-a03a394de1b9	7591faad-e68a-4550-b675-8082842c6056	data\RagaDataset/Hindustani/audio/7591faad-e68a-4550-b675-8082842c6056/Rashid_Khan/Vocal/Raga_Bageshri_1d378f5b-33ac-47ae-9219-a03a394de1b9	147.682975	1.477683046732518051e+02	2407.601625	Bāgēśrī	16
data\RagaDataset\audio\bf3e009b-5d36-46a2-8fde-3c019c9fef1a.wav	bf3e009b-5d36-46a2-8fde-3c019c9fef1a	7591faad-e68a-4550-b675-8082842c6056	data\RagaDataset/Hindustani/audio/7591faad-e68a-4550-b675-8082842c6056/Malini_Rajurkar/Classical_Vocal/Raga_Bageshree_bf3e009b-5d36-46a2-8fde-3c019c9fef1a	220	2.235870850770015750e+02	1765.093875	Bāgēśrī	16
data\RagaDataset\audio\47b78e45-4a67-49e7-94db-aac7fc8a3db7.wav	47b78e45-4a67-49e7-94db-aac7fc8a3db7	7591faad-e68a-4550-b675-8082842c6056	data\RagaDataset/Hindustani/audio/7591faad-e68a-4550-b675-8082842c6056/Amir_Khan/A_Life_in_Music/Raga_Bageshri_47b78e45-4a67-49e7-94db-aac7fc8a3db7	148	1.467232169444739895e+02	1605.4073125	Bāgēśrī	16
data\RagaDataset\audio\897f4174-24be-493a-be1c-57fd3c018601.wav	897f4174-24be-493a-be1c-57fd3c018601	7591faad-e68a-4550-b675-8082842c6056	data\RagaDataset/Hindustani/audio/7591faad-e68a-4550-b675-8082842c6056/Satyasheel_Deshpande/Raag_Bageshree_&_Bhairavi_Bhajan/Raag_Bageshree_897f4174-24be-493a-be1c-57fd3c018601	139.394167	1.390724698694013739e+02	2468.0750625	Bāgēśrī	16
data\RagaDataset\audio\b3f5d314-c817-41e1-b6a2-df3c260c8c63.wav	b3f5d314-c817-41e1-b6a2-df3c260c8c63	93c73081-bdf8-4eca-b325-d736b71e9b4b	data\RagaDataset/Hindustani/audio/93c73081-bdf8-4eca-b325-d736b71e9b4b/Abdul_Rashid_Khan/Rasan_Piya_-_Volume_2/Tair_Sunaye_Re_Papihara_b3f5d314-c817-41e1-b6a2-df3c260c8c63	130.059356	1.295345411128718354e+02	516.675875	Khamāj	17
data\RagaDataset\audio\dcc4b6e9-15ef-4662-acbe-8666af8cbca5.wav	dcc4b6e9-15ef-4662-acbe-8666af8cbca5	93c73081-bdf8-4eca-b325-d736b71e9b4b	data\RagaDataset/Hindustani/audio/93c73081-bdf8-4eca-b325-d736b71e9b4b/Abdul_Rashid_Khan/Rasan_Piya_-_Volume_2/Dekho_Dekho_Aaj_Shyam_dcc4b6e9-15ef-4662-acbe-8666af8cbca5	142.652351	1.428172446861490812e+02	438.909375	Khamāj	17
data\RagaDataset\audio\9ce13d3a-f853-490c-a706-39283372eb0e.wav	9ce13d3a-f853-490c-a706-39283372eb0e	93c73081-bdf8-4eca-b325-d736b71e9b4b	data\RagaDataset/Hindustani/audio/93c73081-bdf8-4eca-b325-d736b71e9b4b/Ajoy_Chakrabarty/Ajoy_Chakrabarty-Vocal/Drut_Bandish_In_Tintal_9ce13d3a-f853-490c-a706-39283372eb0e	139.394167	1.391528244831425809e+02	627.931375	Khamāj	17
data\RagaDataset\audio\e0c1cf84-1bb3-4e8b-84d4-0f659976d576.wav	e0c1cf84-1bb3-4e8b-84d4-0f659976d576	93c73081-bdf8-4eca-b325-d736b71e9b4b	data\RagaDataset/Hindustani/audio/93c73081-bdf8-4eca-b325-d736b71e9b4b/Ajoy_Chakrabarty/Ajoy_Chakrabarty-Vocal/Madhya_Bandish_In_Jhaptal_e0c1cf84-1bb3-4e8b-84d4-0f659976d576	139.394167	1.389921616569026526e+02	1084.6301875	Khamāj	17
data\RagaDataset\audio\b267996c-c857-4774-9cf6-5f7cec7413d7.wav	b267996c-c857-4774-9cf6-5f7cec7413d7	93c73081-bdf8-4eca-b325-d736b71e9b4b	data\RagaDataset/Hindustani/audio/93c73081-bdf8-4eca-b325-d736b71e9b4b/Ajoy_Chakrabarty/Ajoy_Chakrabarty-Vocal/Drut_Bandish_In_Tintal_b267996c-c857-4774-9cf6-5f7cec7413d7	139.394167	1.390724698694013739e+02	637.1265	Khamāj	17
data\RagaDataset\audio\5c3bd389-696a-4ffd-93af-94b68343e9b7.wav	5c3bd389-696a-4ffd-93af-94b68343e9b7	93c73081-bdf8-4eca-b325-d736b71e9b4b	data\RagaDataset/Hindustani/audio/93c73081-bdf8-4eca-b325-d736b71e9b4b/Abdul_Rashid_Khan/Rasan_Piya_-_Volume_1/Chanchal_Chatur_Nodar_Kanhale_-_Khamaj_5c3bd389-696a-4ffd-93af-94b68343e9b7	137.793088	1.375545175391321777e+02	558.8375	Khamāj	17
data\RagaDataset\audio\eb7fce60-8232-44ee-ad0a-571bb15003fb.wav	eb7fce60-8232-44ee-ad0a-571bb15003fb	93c73081-bdf8-4eca-b325-d736b71e9b4b	data\RagaDataset/Hindustani/audio/93c73081-bdf8-4eca-b325-d736b71e9b4b/Abdul_Rashid_Khan/Rasan_Piya_-_Volume_2/Laagun_Re_Junaiyan_Tere_Paiyan_eb7fce60-8232-44ee-ad0a-571bb15003fb	130.059356	1.290118439562493222e+02	419.500375	Khamāj	17
data\RagaDataset\audio\907e6bb0-130e-4ec5-aad0-6c768e8e9dcd.wav	907e6bb0-130e-4ec5-aad0-6c768e8e9dcd	a7d98897-e2fe-4d75-b9dc-e5b4dc88e1c6	data\RagaDataset/Hindustani/audio/a7d98897-e2fe-4d75-b9dc-e5b4dc88e1c6/Abdul_Rashid_Khan/Rasan_Piya_-_Volume_1/Daiya_Moko_Ka_Kahega_Logava_907e6bb0-130e-4ec5-aad0-6c768e8e9dcd	130.059356	1.290863856459085355e+02	474.9060625	Bihāg	18
data\RagaDataset\audio\ee202972-59a1-4576-9883-6e82124b356a.wav	ee202972-59a1-4576-9883-6e82124b356a	a7d98897-e2fe-4d75-b9dc-e5b4dc88e1c6	data\RagaDataset/Hindustani/audio/a7d98897-e2fe-4d75-b9dc-e5b4dc88e1c6/Abdul_Rashid_Khan/Rasan_Piya_-_Volume_1/Dhan_Dhan_Re_Tere_Ladla_ee202972-59a1-4576-9883-6e82124b356a	130.059356	1.294597406332126468e+02	1850.2008125	Bihāg	18
data\RagaDataset\audio\5d56b3ab-99d1-48c3-a785-269d74ccc944.wav	5d56b3ab-99d1-48c3-a785-269d74ccc944	a7d98897-e2fe-4d75-b9dc-e5b4dc88e1c6	data\RagaDataset/Hindustani/audio/a7d98897-e2fe-4d75-b9dc-e5b4dc88e1c6/Omkar_Dadarkar/Raag_Bihag_&_Bhairavi_Dadra/Raag_Bihag_5d56b3ab-99d1-48c3-a785-269d74ccc944	155	1.557179095323183446e+02	2517.0165625	Bihāg	18
data\RagaDataset\audio\fecfe4a8-a68e-4ced-93d9-5d47fd4505cd.wav	fecfe4a8-a68e-4ced-93d9-5d47fd4505cd	a7d98897-e2fe-4d75-b9dc-e5b4dc88e1c6	data\RagaDataset/Hindustani/audio/a7d98897-e2fe-4d75-b9dc-e5b4dc88e1c6/Omkarnath_Thakur/An_Undying_Parampara_Vol__2/Kaise_Siukh_Soye_fecfe4a8-a68e-4ced-93d9-5d47fd4505cd	174.614116	1.740099970520957982e+02	1856.0521875	Bihāg	18
data\RagaDataset\audio\3148a17b-6be7-4f5e-bc35-84196b3c64b6.wav	3148a17b-6be7-4f5e-bc35-84196b3c64b6	a7d98897-e2fe-4d75-b9dc-e5b4dc88e1c6	data\RagaDataset/Hindustani/audio/a7d98897-e2fe-4d75-b9dc-e5b4dc88e1c6/Omkarnath_Thakur/An_Undying_Parampara_Vol__2/Ab_Ho_Lalan_Mai_3148a17b-6be7-4f5e-bc35-84196b3c64b6	172.608502	1.729078690481242404e+02	386.40325	Bihāg	18
data\RagaDataset\audio\f0ce173e-e69b-4baf-8c23-cdd63fd15ab1.wav	f0ce173e-e69b-4baf-8c23-cdd63fd15ab1	a7d98897-e2fe-4d75-b9dc-e5b4dc88e1c6	data\RagaDataset/Hindustani/audio/a7d98897-e2fe-4d75-b9dc-e5b4dc88e1c6/Deborshee_Bhattacharya/Raag_Bihag/Raag_Bihag_f0ce173e-e69b-4baf-8c23-cdd63fd15ab1	146.832384	1.469172222106976164e+02	3989.76	Bihāg	18
data\RagaDataset\audio\c8c0b93e-0e7d-4e08-a1cc-95b0eecee5db.wav	c8c0b93e-0e7d-4e08-a1cc-95b0eecee5db	a7d98897-e2fe-4d75-b9dc-e5b4dc88e1c6	data\RagaDataset/Hindustani/audio/a7d98897-e2fe-4d75-b9dc-e5b4dc88e1c6/Abdul_Rashid_Khan/Rasan_Piya_-_Volume_1/Nayan_Bich_Dore_Lal_c8c0b93e-0e7d-4e08-a1cc-95b0eecee5db	130.059356	1.290863856459085355e+02	455.053	Bihāg	18
data\RagaDataset\audio\9af146bf-4fdf-41bb-a665-eacc15741d32.wav	9af146bf-4fdf-41bb-a665-eacc15741d32	a99e07d5-20a0-467b-8dcd-aa5a095177fd	data\RagaDataset/Hindustani/audio/a99e07d5-20a0-467b-8dcd-aa5a095177fd/Ajoy_Chakrabarty/Subha_Chale_Sham_Dhale/Raga_Lalit_-_Khayal_9af146bf-4fdf-41bb-a665-eacc15741d32	141.830734	1.417488330117194266e+02	3616.986625	Lalit	19
data\RagaDataset\audio\ead345d2-0314-4a4a-bfb6-d65510e06aba.wav	ead345d2-0314-4a4a-bfb6-d65510e06aba	a99e07d5-20a0-467b-8dcd-aa5a095177fd	data\RagaDataset/Hindustani/audio/a99e07d5-20a0-467b-8dcd-aa5a095177fd/Omkarnath_Thakur/Heritage_-_Raga_Lalit/Raga_Lalit_(Bada_Khayal_In_Vilambit_Ek_Taal)_Raien_Ka_Sapna_ead345d2-0314-4a4a-bfb6-d65510e06aba	178.695527	1.772562940032067900e+02	1462.831	Lalit	19
data\RagaDataset\audio\c0333b05-4593-4618-b00c-9c363c0e4b09.wav	c0333b05-4593-4618-b00c-9c363c0e4b09	a99e07d5-20a0-467b-8dcd-aa5a095177fd	data\RagaDataset/Hindustani/audio/a99e07d5-20a0-467b-8dcd-aa5a095177fd/Sanjeev_Abhyankar/Soaring_Heights/Raga_Lalat_c0333b05-4593-4618-b00c-9c363c0e4b09	141.013849	1.407697022185251683e+02	1744.06525	Lalit	19
data\RagaDataset\audio\8e815f51-194f-4e14-b1e3-5a214590d895.wav	8e815f51-194f-4e14-b1e3-5a214590d895	a99e07d5-20a0-467b-8dcd-aa5a095177fd	data\RagaDataset/Hindustani/audio/a99e07d5-20a0-467b-8dcd-aa5a095177fd/Omkar_Dadarkar/Raag_Lalit_&_Bibhas/Raag_Lalit_8e815f51-194f-4e14-b1e3-5a214590d895	156.464662	1.561035691803450334e+02	2445.3626875	Lalit	19
data\RagaDataset\audio\d44c1914-b3ee-4948-af86-d07fde13c1b4.wav	d44c1914-b3ee-4948-af86-d07fde13c1b4	a99e07d5-20a0-467b-8dcd-aa5a095177fd	data\RagaDataset/Hindustani/audio/a99e07d5-20a0-467b-8dcd-aa5a095177fd/Rajan_Mishra/Sangeet_Sartaj/Raga_Lalit_d44c1914-b3ee-4948-af86-d07fde13c1b4	143.478728	1.436445769059454562e+02	1939.8269375	Lalit	19
data\RagaDataset\audio\c0713057-d5eb-4fe3-a0ae-03a341ad707e.wav	c0713057-d5eb-4fe3-a0ae-03a341ad707e	a99e07d5-20a0-467b-8dcd-aa5a095177fd	data\RagaDataset/Hindustani/audio/a99e07d5-20a0-467b-8dcd-aa5a095177fd/Dattatreya_L_Velankar/Sura_Sindhu/Raga_Lalit-Vilambit_Ektal_c0713057-d5eb-4fe3-a0ae-03a341ad707e	146.832384	1.469172222106976164e+02	2004.00975	Lalit	19
data\RagaDataset\audio\679827a7-41bf-4af7-bba6-50c036264941.wav	679827a7-41bf-4af7-bba6-50c036264941	a99e07d5-20a0-467b-8dcd-aa5a095177fd	data\RagaDataset/Hindustani/audio/a99e07d5-20a0-467b-8dcd-aa5a095177fd/Kishori_Amonkar/Jaipur_Gharana/Raga_Lalit_-_Khayal_Vilambit_In_Teentaal_-_Sau_Sau_Baar_Balma_679827a7-41bf-4af7-bba6-50c036264941	233	2.383084247281170178e+02	1873.9721875	Lalit	19
data\RagaDataset\audio\89430adb-e414-4ea4-abde-1ec568641c93.wav	89430adb-e414-4ea4-abde-1ec568641c93	a9ee554f-f146-43e9-b2d0-9bb31fd4b57d	data\RagaDataset/Hindustani/audio/a9ee554f-f146-43e9-b2d0-9bb31fd4b57d/Abdul_Rashid_Khan/Rasan_Piya_-_Volume_3/Upama_Raat_Ki_Badan_Dekh_89430adb-e414-4ea4-abde-1ec568641c93	137.793088	1.373957000833457585e+02	1417.4301875	Kēdār	20
data\RagaDataset\audio\256d06c1-34e2-43fc-aa14-c2f191f680f1.wav	256d06c1-34e2-43fc-aa14-c2f191f680f1	a9ee554f-f146-43e9-b2d0-9bb31fd4b57d	data\RagaDataset/Hindustani/audio/a9ee554f-f146-43e9-b2d0-9bb31fd4b57d/Abdul_Rashid_Khan/Rasan_Piya_-_Volume_3/Allah_Tere_Shaan_Maula_Tere_Shaan_256d06c1-34e2-43fc-aa14-c2f191f680f1	137.793088	1.373957000833457585e+02	390.060375	Kēdār	20
data\RagaDataset\audio\2c29d660-b4ed-4302-a447-866a1e1d86b3.wav	2c29d660-b4ed-4302-a447-866a1e1d86b3	a9ee554f-f146-43e9-b2d0-9bb31fd4b57d	data\RagaDataset/Hindustani/audio/a9ee554f-f146-43e9-b2d0-9bb31fd4b57d/Rashid_Khan/Live_at_St__John's_Smith_Square_London/Raga_Kedar_2c29d660-b4ed-4302-a447-866a1e1d86b3	147.682975	1.475124634474019558e+02	1359.2555	Kēdār	20
data\RagaDataset\audio\dc09e696-88d1-427f-bb1b-92d899ed9af1.wav	dc09e696-88d1-427f-bb1b-92d899ed9af1	a9ee554f-f146-43e9-b2d0-9bb31fd4b57d	data\RagaDataset/Hindustani/audio/a9ee554f-f146-43e9-b2d0-9bb31fd4b57d/Ajoy_Chakrabarty/Raag_Kedar_&_Jog/Raag_Kedar_dc09e696-88d1-427f-bb1b-92d899ed9af1	140.201669	1.404448306015682988e+02	2727.008125	Kēdār	20
data\RagaDataset\audio\9a133da0-33a1-42c9-a0f1-d2619e4a8782.wav	9a133da0-33a1-42c9-a0f1-d2619e4a8782	a9ee554f-f146-43e9-b2d0-9bb31fd4b57d	data\RagaDataset/Hindustani/audio/a9ee554f-f146-43e9-b2d0-9bb31fd4b57d/Jasraj/Legends:_Sangeet_Martand_Pandit_Jasraj_(Vol__4)/Raga_Kedar_9a133da0-33a1-42c9-a0f1-d2619e4a8782	140.201669	1.403637299113246399e+02	909.0533125	Kēdār	20
data\RagaDataset\audio\4ec29190-b7c9-46f6-81d8-db4b0c2a5b40.wav	4ec29190-b7c9-46f6-81d8-db4b0c2a5b40	a9ee554f-f146-43e9-b2d0-9bb31fd4b57d	data\RagaDataset/Hindustani/audio/a9ee554f-f146-43e9-b2d0-9bb31fd4b57d/Bhimsen_Joshi/The_Multifaceted/Raga_Shudha_Kedar_4ec29190-b7c9-46f6-81d8-db4b0c2a5b40	147.682975	1.471720307217014181e+02	1109.524875	Kēdār	20
data\RagaDataset\audio\e0f9998f-0341-4621-8cf2-80c3d3b59855.wav	e0f9998f-0341-4621-8cf2-80c3d3b59855	a9ee554f-f146-43e9-b2d0-9bb31fd4b57d	data\RagaDataset/Hindustani/audio/a9ee554f-f146-43e9-b2d0-9bb31fd4b57d/Abdul_Rashid_Khan/Rasan_Piya_-_Volume_3/Mano_Piya_Jagee_Saari_Raat_e0f9998f-0341-4621-8cf2-80c3d3b59855	137.793088	1.369994582122486122e+02	639.973875	Kēdār	20
data\RagaDataset\audio\9f4a4fc5-d5c0-4757-b875-9dbb2a83302f.wav	9f4a4fc5-d5c0-4757-b875-9dbb2a83302f	b143adaa-f1a6-4de4-8985-a5bd35e96279	data\RagaDataset/Hindustani/audio/b143adaa-f1a6-4de4-8985-a5bd35e96279/Aslam_Hussain_Khan/The_Ultimate/Karat_Hun_Tero_Hi_Dhyan_9f4a4fc5-d5c0-4757-b875-9dbb2a83302f	143.478728	1.437275732351552335e+02	319.6865	Bairāgi	21
data\RagaDataset\audio\b71c2774-2532-4692-8761-5452e2a83118.wav	b71c2774-2532-4692-8761-5452e2a83118	b143adaa-f1a6-4de4-8985-a5bd35e96279	data\RagaDataset/Hindustani/audio/b143adaa-f1a6-4de4-8985-a5bd35e96279/Ajoy_Chakrabarty/Geetinandan_:_Part-3/Bairagi_b71c2774-2532-4692-8761-5452e2a83118	138.591315	1.386713916075066493e+02	898.626625	Bairāgi	21
data\RagaDataset\audio\ea36cb14-7c11-41d0-acb8-70ec66e61063.wav	ea36cb14-7c11-41d0-acb8-70ec66e61063	b143adaa-f1a6-4de4-8985-a5bd35e96279	data\RagaDataset/Hindustani/audio/b143adaa-f1a6-4de4-8985-a5bd35e96279/Brajeshwar_Mukherjee/New_Signature/Raag_Bairagi_ea36cb14-7c11-41d0-acb8-70ec66e61063	146.832384	1.471720310678640544e+02	2513.32	Bairāgi	21
data\RagaDataset\audio\d56b4f36-3101-4962-867b-40ee9906dd5a.wav	d56b4f36-3101-4962-867b-40ee9906dd5a	b143adaa-f1a6-4de4-8985-a5bd35e96279	data\RagaDataset/Hindustani/audio/b143adaa-f1a6-4de4-8985-a5bd35e96279/Veena_Sahasrabuddhe/Immaculate_Ragas_Vol_2/Raga_Bairagi_d56b4f36-3101-4962-867b-40ee9906dd5a	235.790162	2.349743900117055375e+02	1876.9501875	Bairāgi	21
data\RagaDataset\audio\c83a26a9-452f-49f4-bb4e-fad2d9bb9af1.wav	c83a26a9-452f-49f4-bb4e-fad2d9bb9af1	b143adaa-f1a6-4de4-8985-a5bd35e96279	data\RagaDataset/Hindustani/audio/b143adaa-f1a6-4de4-8985-a5bd35e96279/Rashid_Khan/Evergreen/Raga_Bairagi_Bhairav_c83a26a9-452f-49f4-bb4e-fad2d9bb9af1	156.464662	1.564646620000000041e+02	615.20975	Bairāgi	21
data\RagaDataset\audio\4b587d3f-4014-4d68-a958-17d51fe2c1c1.wav	4b587d3f-4014-4d68-a958-17d51fe2c1c1	b143adaa-f1a6-4de4-8985-a5bd35e96279	data\RagaDataset/Hindustani/audio/b143adaa-f1a6-4de4-8985-a5bd35e96279/Aslam_Hussain_Khan/The_Ultimate/Bina_Prabhu_Kaun_4b587d3f-4014-4d68-a958-17d51fe2c1c1	142.652351	1.424053673695732982e+02	1328.431	Bairāgi	21
data\RagaDataset\audio\205d79c6-ad14-4193-be7c-3f32457eda60.wav	205d79c6-ad14-4193-be7c-3f32457eda60	b143adaa-f1a6-4de4-8985-a5bd35e96279	data\RagaDataset/Hindustani/audio/b143adaa-f1a6-4de4-8985-a5bd35e96279/Amir_Khan/The_Great_Heritage:_Ustad_Amir_Khan/Raga_Bairagi_Man_Sumarat_Nis_Din_Tumharo_Naam_205d79c6-ad14-4193-be7c-3f32457eda60	145.986692	1.464089275383606434e+02	645.586625	Bairāgi	21
data\RagaDataset\audio\2f76f164-f02c-4b22-8bc0-4fe5500039b1.wav	2f76f164-f02c-4b22-8bc0-4fe5500039b1	ba3242d0-8d40-4d93-865e-d2e2497ea2a8	data\RagaDataset/Hindustani/audio/ba3242d0-8d40-4d93-865e-d2e2497ea2a8/Mallikarjun_Mansur/First_Time_on_CD/Raga__Gaud_Malhar_2f76f164-f02c-4b22-8bc0-4fe5500039b1	165.768535	1.652904673862567222e+02	1082.72325	Gauḍ malhār	22
data\RagaDataset\audio\50a45482-2a3e-44a8-beea-1320f529fa00.wav	50a45482-2a3e-44a8-beea-1320f529fa00	ba3242d0-8d40-4d93-865e-d2e2497ea2a8	data\RagaDataset/Hindustani/audio/ba3242d0-8d40-4d93-865e-d2e2497ea2a8/Kishori_Amonkar/The_Malhars:_Gaud_Malhar/Raga_Gaud_Malhar_Vilambit_Teental_50a45482-2a3e-44a8-beea-1320f529fa00	238.529911	2.379794260723871560e+02	1366.0473125	Gauḍ malhār	22
data\RagaDataset\audio\acf065cc-7a66-4f9d-9eb9-3a86b35fa447.wav	acf065cc-7a66-4f9d-9eb9-3a86b35fa447	ba3242d0-8d40-4d93-865e-d2e2497ea2a8	data\RagaDataset/Hindustani/audio/ba3242d0-8d40-4d93-865e-d2e2497ea2a8/Rajan_Mishra/Classical_Wonders_of_India/Raga_Gaud_Malhar_acf065cc-7a66-4f9d-9eb9-3a86b35fa447	169.643191	1.690562701460981714e+02	3625.2211875	Gauḍ malhār	22
data\RagaDataset\audio\27994cb8-23ae-4c32-959e-625b51727412.wav	27994cb8-23ae-4c32-959e-625b51727412	ba3242d0-8d40-4d93-865e-d2e2497ea2a8	data\RagaDataset/Hindustani/audio/ba3242d0-8d40-4d93-865e-d2e2497ea2a8/Malini_Rajurkar/First_Time_On_CD/Kaahe_Ho_Hamso_Pritam_and_Garajat_Barasat_Bheejat_Aailo_27994cb8-23ae-4c32-959e-625b51727412	217.473084	2.168459032245816047e+02	1754.3575	Gauḍ malhār	22
data\RagaDataset\audio\73b74f57-4ba1-4f22-a969-1d9b2e26b5ea.wav	73b74f57-4ba1-4f22-a969-1d9b2e26b5ea	ba3242d0-8d40-4d93-865e-d2e2497ea2a8	data\RagaDataset/Hindustani/audio/ba3242d0-8d40-4d93-865e-d2e2497ea2a8/Omkar_Dadarkar/Raag_Bahar,_Gaud_Malhar_&_Yaman/Raag_Gaud_Malhar_73b74f57-4ba1-4f22-a969-1d9b2e26b5ea	153.776693	1.535104490464590015e+02	1555.057375	Gauḍ malhār	22
data\RagaDataset\audio\56c945ef-f5ed-4b03-ace1-80ed9b7acf25.wav	56c945ef-f5ed-4b03-ace1-80ed9b7acf25	ba3242d0-8d40-4d93-865e-d2e2497ea2a8	data\RagaDataset/Hindustani/audio/ba3242d0-8d40-4d93-865e-d2e2497ea2a8/Gauri_Pathare/Malhar/Raga_Gaud_Malhar_56c945ef-f5ed-4b03-ace1-80ed9b7acf25	220.000000	2.197459927823666419e+02	1640.3333125	Gauḍ malhār	22
data\RagaDataset\audio\73f6dda2-50bf-416f-8b77-2de40d24b455.wav	73f6dda2-50bf-416f-8b77-2de40d24b455	ba3242d0-8d40-4d93-865e-d2e2497ea2a8	data\RagaDataset/Hindustani/audio/ba3242d0-8d40-4d93-865e-d2e2497ea2a8/Satyasheel_Deshpande/Kahen/Kisko_Aisi_Baat_Kahein_73f6dda2-50bf-416f-8b77-2de40d24b455	147.682975	1.471720307217014181e+02	511.373	Gauḍ malhār	22
data\RagaDataset\audio\7060e016-7772-45c9-bfc6-8d3911ae0a06.wav	7060e016-7772-45c9-bfc6-8d3911ae0a06	d9c603fa-875f-4b84-b851-c6a345427898	data\RagaDataset/Hindustani/audio/d9c603fa-875f-4b84-b851-c6a345427898/Bhimsen_Joshi/The_Essential_Collection/Rag_Abhogi_Jhaptal_7060e016-7772-45c9-bfc6-8d3911ae0a06	139.394167	1.392332255249364152e+02	1168.404875	Ābhōgī	23
data\RagaDataset\audio\41e85340-5071-4cdf-a988-6e0aabed3dd6.wav	41e85340-5071-4cdf-a988-6e0aabed3dd6	d9c603fa-875f-4b84-b851-c6a345427898	data\RagaDataset/Hindustani/audio/d9c603fa-875f-4b84-b851-c6a345427898/Jagdish_Prasad/Laaj_Rakho_Mori/Raga_Abhogee_Dulahan_Raj_Dulare_-_Vilambit_Ek_Taal_41e85340-5071-4cdf-a988-6e0aabed3dd6	138.591315	1.386713916075066493e+02	1759.84325	Ābhōgī	23
data\RagaDataset\audio\8d2eb825-77d6-4f61-ae4c-1a8639dd912b.wav	8d2eb825-77d6-4f61-ae4c-1a8639dd912b	d9c603fa-875f-4b84-b851-c6a345427898	data\RagaDataset/Hindustani/audio/d9c603fa-875f-4b84-b851-c6a345427898/Salamat_Ali_Khan/Timeless_Music_From_Pakistan_Vol__2/Raga_Abhogi_Kanrha_8d2eb825-77d6-4f61-ae4c-1a8639dd912b	139.394167	1.398781084915156612e+02	699.2456875	Ābhōgī	23
data\RagaDataset\audio\a01ac873-dff4-420f-9fd8-490dd87c58e9.wav	a01ac873-dff4-420f-9fd8-490dd87c58e9	d9c603fa-875f-4b84-b851-c6a345427898	data\RagaDataset/Hindustani/audio/d9c603fa-875f-4b84-b851-c6a345427898/Ajoy_Chakrabarty/Raag_Abhogi,_Rageshree_&_Khamaj/Raag_Abhogi_a01ac873-dff4-420f-9fd8-490dd87c58e9	131.003112793	1.313061441947186267e+02	2569.08475	Ābhōgī	23
data\RagaDataset\audio\b63f8746-775e-447b-8bd5-1f32c4ef0b44.wav	b63f8746-775e-447b-8bd5-1f32c4ef0b44	d9c603fa-875f-4b84-b851-c6a345427898	data\RagaDataset/Hindustani/audio/d9c603fa-875f-4b84-b851-c6a345427898/Rashid_Khan/Live_at_St__John's_Smith_Square_London/Bonus_Track_b63f8746-775e-447b-8bd5-1f32c4ef0b44	147.682975	1.476829749999999990e+02	1047.719125	Ābhōgī	23
data\RagaDataset\audio\409903ce-cfe7-41fd-b42b-3b7790c0e917.wav	409903ce-cfe7-41fd-b42b-3b7790c0e917	d9c603fa-875f-4b84-b851-c6a345427898	data\RagaDataset/Hindustani/audio/d9c603fa-875f-4b84-b851-c6a345427898/Girija_Devi/The_Genius_of_Girija_Devi/Raga_Abhogi_Kanada_409903ce-cfe7-41fd-b42b-3b7790c0e917	231.739428	2.318733246097534391e+02	956.2121875	Ābhōgī	23
data\RagaDataset\audio\15fae9e1-01a0-4b4b-bcc9-4c84321a66a0.wav	15fae9e1-01a0-4b4b-bcc9-4c84321a66a0	d9c603fa-875f-4b84-b851-c6a345427898	data\RagaDataset/Hindustani/audio/d9c603fa-875f-4b84-b851-c6a345427898/Bhimsen_Joshi/The_Essential_Collection/Rag_Abhogi_Drut_Ektal_15fae9e1-01a0-4b4b-bcc9-4c84321a66a0	139.394167	1.392332255249364152e+02	322.08975	Ābhōgī	23
data\RagaDataset\audio\cdd148c7-07e4-46c9-88d9-fbbfcea2edf5.wav	cdd148c7-07e4-46c9-88d9-fbbfcea2edf5	dd59147d-8775-44ff-a36b-0d9f15b31319	data\RagaDataset/Hindustani/audio/dd59147d-8775-44ff-a36b-0d9f15b31319/Shruti_Sadolikar/Khayal/Raga_-_Bilaskhani_Todi_cdd148c7-07e4-46c9-88d9-fbbfcea2edf5	212.505992	2.122606372010984614e+02	1675.2065	Bilāsakhānī tōḍī	24
data\RagaDataset\audio\b20456b8-7abc-4158-bb53-5ea8d80e5999.wav	b20456b8-7abc-4158-bb53-5ea8d80e5999	dd59147d-8775-44ff-a36b-0d9f15b31319	data\RagaDataset/Hindustani/audio/dd59147d-8775-44ff-a36b-0d9f15b31319/Kaushiki_Chakrabarty/Manomay/Raga_Bilaskhani_Todi_-_Vilambit__Drut_Khayal_b20456b8-7abc-4158-bb53-5ea8d80e5999	233.081881	2.333513033422412946e+02	2581.9166875	Bilāsakhānī tōḍī	24
